lbr_joint_1,lbr_joint_2,lbr_joint_3,lbr_joint_0,lbr_joint_4,lbr_joint_5,lbr_joint_6
1.0043197521749603,1.6035936150021535,-1.676173856039811,-0.7433239465792694,-1.5743763503453776,0.051935136632892266,0.7412822540934678
1.02568516836099,1.5690707182362866,-1.6356974360101215,-0.751902734108249,-1.5837917326751847,0.05422088788914487,0.7335264832273339
1.0402062140352186,1.4750430888972026,-1.4258914082641292,-0.8135677431634671,-1.5879933060204785,0.12978154576904144,0.7415646024424646
1.0316333586622002,1.4012595117353848,-1.2629979883985532,-0.892484942775309,-1.5784650803005484,0.24093660996614924,0.7698867414384003
1.0490460779493547,1.3537301956907675,-1.4831825946158308,-1.0441503423492142,-1.4985751690557794,0.3689704961413957,0.7705234034065243
1.103258516917757,1.278480827973106,-1.5318332147826013,-1.1143034182460565,-1.4761874863869866,0.4149580417755096,0.7735113103292481
1.1810733475935835,1.4111205514324012,-1.4178422035902545,-0.9429094678154183,-1.2545616813466587,0.410969332189181,1.0314286680837725
1.098645668973352,1.4616528147745715,-1.2003440412098192,-0.736606309224111,-1.2878534746726307,0.32358641620394984,1.104161228695824
1.0399706640721202,1.5559856823467093,-1.259732706551619,-0.5203250248684188,-1.2743391996844844,0.2717301956149342,1.10800019535915
1.0991105969789814,1.638890752586925,-1.4442779057549167,-0.3751513002164871,-1.0867062170920174,0.36627847968641786,1.2506840774788333
1.1644686048126118,1.3224585591238736,-1.0027079937342025,-0.1067776462244152,-1.1851530773657672,0.28479659607867275,1.3628417419195922
1.1991963718167362,1.4249655669464825,-1.3188351887288063,-0.2731275562832138,-1.2963159672701752,-0.006300107037859219,1.1387768833846157
1.1169173575060294,1.5563918277722146,-1.2607722182182053,-0.27171060145792053,-1.2221485714146094,-0.017789263601296762,1.2086947089695754
